,Address,Area,City,HomeType,isNew,Latitude,Longitude,PostalCode,Price,ID,PaymentOnAccount,DistanceToShopping,DistanceToTransportation,DistanceToSchool,DistanceToForest,DistanceToWater,Balcony,Floors,Rooms,Toilets,Connection,LivingArea,YearOfConstruction,EstateValue,EnergyRating,Level,GroundArea,LandValue,Sewers,Basement,PriceDevelopment,Accessories,Heating,Windows,YearOfValuation,Exterior,NetOwnerFee,GrossOwnerFee
25455,"Vibevej 11, Hjordkær",212.0,Rødekro,Villa,True,55.0242813074885,9.3061769721289,6230,1.575.000 ,7020000155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25456,Østergade 37,98.0,Rødekro,Villa,True,55.0707625902215,9.3422420425066,6230,1.295.000 ,7020000169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25457,Bygmarken 3,135.0,Rødekro,Villa,False,55.0662231628335,9.3409142922034,6230,1.350.000 ,7020000108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25458,"Fasanvej 14, Hjordkær",130.0,Rødekro,Villa,False,55.0244768306469,9.3034224480174,6230,1.345.000 ,702-02309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25459,"Genner Bygade 86, Genner",173.0,Rødekro,Villa,False,55.1179452957075,9.4386045036224,6230,1.175.000 ,7020000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25460,Klosterbakken 2,138.0,Rødekro,Villa,False,55.0717090645395,9.3099093319621,6230,1.195.000 ,7020000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25461,"Klovtoftvej 15, Klovtoft",126.0,Rødekro,Villa,False,55.0618951847297,9.176037140806,6230,295.000 ,7020000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25462,"Fuglevænget 21, Hjordkær",128.0,Rødekro,Villa,False,55.0253731509926,9.3025865496818,6230,1.095.000 ,7020000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25463,"Tøndervej 4, Hjordkær",169.0,Rødekro,Villa,False,55.022563068916796,9.3063329617974,6230,1.498.000 ,7020000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25464,Kløvermarken 11,145.0,Rødekro,Villa,False,55.0601109117459,9.332161732304302,6230,895.000 ,702-02284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25465,"Kirkegade 42, Hjordkær",120.0,Rødekro,Villa,False,55.0284076447505,9.3067678492555,6230,935.000 ,702-02298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25466,"Nr Hostrupvej 44, Nr Hostrup",189.0,Rødekro,Villa,False,55.09349982184871,9.273408443612599,6230,895.000 ,702-01957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25467,"Søndervænget 30, Hellevad",150.0,Rødekro,Villa,False,55.0743908602649,9.2161668621388,6230,935.000 ,702-01595,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25468,"Aabenraavej 21, Hjordkær",181.0,Rødekro,Villa,False,55.024396511419894,9.3114550783326,6230,775.000 ,702-02096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25469,"Vesterballe 16, Genner",145.0,Rødekro,Villa,False,55.1237846266496,9.4273711646011,6230,695.000 ,702-01744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25470,"Hovedgaden 9, Hellevad",188.0,Rødekro,Villa,False,55.0759264772505,9.2166542515322,6230,1.495.000 ,702-01883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25471,"Kådnergade 3, Kassø",222.0,Rødekro,Villa,False,55.0412705511812,9.2413739646489,6230,2.595.000 ,702-01547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25472,"Violvej 6, Hjordkær",184.0,Rødekro,Villa,False,55.022799629738294,9.305960617761698,6230,895.000 ,702-01694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25473,"Tøndervej 19, Hjordkær",168.0,Rødekro,Villa,False,55.02119397836571,9.3048327166158,6230,775.000 ,702-01108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25534,Klostergade 1B,106.0,Løgumkloster,Rækkehus,False,55.058101976749,8.952799216910199,6240,695.000 ,702-01717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25600,"Vesterende 1, Ballum",154.0,Bredebro,Fritidshus,False,55.09443036037379,8.6645935073775,6261,985.000 ,702-02184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25802,"Hundsbjerg 20, Gråsten",247.0,Gråsten,Villa,True,54.910104445531395,9.568145473789999,6300,3.495.000 ,7030000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25803,"Lyshøj 2, Rinkenæs",144.0,Gråsten,Villa,True,54.8984318245145,9.5591079298608,6300,745.000 ,7030000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25804,Hjortevej 2,153.0,Gråsten,Villa,True,54.9124844628945,9.5699541628259,6300,1.895.000 ,7030000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25805,Egernvej 2,145.0,Gråsten,Villa,True,54.9122642307372,9.5693338014586,6300,1.895.000 ,7030000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25806,"Solhøj 8, Rinkenæs",144.0,Gråsten,Villa,False,54.9008409952926,9.563385975878699,6300,895.000 ,7030000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25807,"Løgtoft 6, Tørsbøl",208.0,Gråsten,Villa,False,54.916737959768895,9.4938281453956,6300,995.000 ,7030000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25808,"Kroløkke  1, Rinkenæs",190.0,Gråsten,Villa,False,54.8947011647361,9.5544604735904,6300,1.495.000 ,7030000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25809,"Sønderborg Landevej 63, Adsbøl",140.0,Gråsten,Villa,False,54.93718745241261,9.619299017977301,6300,795.000 ,7030000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25810,"Nederbyvej 71, Rinkenæs",279.0,Gråsten,Landejendom,False,54.8960031756585,9.5651081700013,6300,2.745.000 ,703-01382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25811,"Højmark 27, Rinkenæs",263.0,Gråsten,Villa,False,54.894467888570794,9.561831992347699,6300,1.995.000 ,703-01347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25812,Dyrhøj 43,190.0,Gråsten,Villa,False,54.9111547273557,9.5746621891721,6300,2.850.000 ,703-01282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25813,"Løgtoft 3, Tørsbøl",161.0,Gråsten,Villa,False,54.9169849159459,9.4939380339134,6300,695.000 ,703-01310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25814,"Bækbjerg 10, Rinkenæs",228.0,Gråsten,Villa,False,54.9016907397223,9.569850983303,6300,1.495.000 ,703-01071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25815,Stjerneparken 31,154.0,Gråsten,Villa,False,54.922269298191395,9.6064936749608,6300,1.145.000 ,703-01245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25816,Gl Aabenraavej 9,1188.0,Gråsten,Helårsgrund,False,54.92775627601729,9.599762626925301,6300,195.000 ,703-01225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25817,"Fjordvejen 119, Rinkenæs",338.0,Gråsten,Landejendom,False,54.884625802734796,9.5323754547041,6300,3.495.000 ,703-01197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25818,Kongevej 80,368.0,Gråsten,Villa,False,54.9198623155702,9.594594728185001,6300,2.795.000 ,703-00971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25917,Sct Pauli 32,227.0,Broager,Villa,False,54.884068581390295,9.6725452010099,6310,1.595.000 ,7030000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25918,Smøl 19,210.0,Broager,Landejendom,False,54.899551637487896,9.680201208821,6310,1.895.000 ,7030000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25919,Østerbakke 9,151.0,Broager,Villa,False,54.8925199534297,9.6771389037999,6310,595.000 ,7030000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25920,Lindevej 7,85.0,Broager,Fritidshus,False,54.897223313417705,9.6997049717066,6310,1.645.000 ,7030000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25921,Illerstrandvej 10,355.0,Broager,Landejendom,False,54.87640800214379,9.659505636742699,6310,5.800.000 ,703-01389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25922,Stensigmose 11,268.0,Broager,Villa,False,54.876656945212204,9.7375983152701,6310,2.995.000 ,703-01290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25923,"Søndermarken 15, Vemmingbund",62.0,Broager,Fritidshus,False,54.9011978854175,9.6998487406391,6310,395.000 ,703-01401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25924,Pileløkke 46,169.0,Broager,Villa,False,54.8884185904356,9.685052728756801,6310,1.595.000 ,703-01388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25925,Vesterled 4,139.0,Broager,Villa,False,54.890710489419,9.6704086040022,6310,1.150.000 ,703-01339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25926,"Bøgevej 6, Vemmingbund",74.0,Broager,Fritidshus,False,54.9027809772396,9.701566893993,6310,1.145.000 ,703-01348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25927,"Søndermarken 8, Vemmingbund",75.0,Broager,Fritidshus,False,54.9015818498243,9.7003862511905,6310,995.000 ,703-01350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25928,Smedevej 9,194.0,Broager,Villa,False,54.8932864344695,9.6552245443705,6310,2.395.000 ,703-01317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25929,Vestergade 9,208.0,Broager,Villa,False,54.887454205172205,9.672475477326199,6310,1.375.000 ,703-01217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25930,Mariehøj 23,1084.0,Broager,Helårsgrund,False,54.885847083198,9.668357424604899,6310,460.700 ,703-00802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25931,Mariehøj 1,882.0,Broager,Helårsgrund,False,54.885923726692894,9.6667734633317,6310,294.850 ,703-00783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25932,Mariehøj 3,932.0,Broager,Helårsgrund,False,54.8862011836724,9.666701659313901,6310,346.100 ,703-00784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25933,Mariehøj 33,787.0,Broager,Helårsgrund,False,54.88617192490621,9.6693261985052,6310,364.000 ,703-00793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25934,Mariehøj 29,928.0,Broager,Helårsgrund,False,54.8863730076929,9.668893195120901,6310,371.200 ,703-00796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25935,Mariehøj 15,900.0,Broager,Helårsgrund,False,54.8861825047822,9.6677791707145,6310,382.500 ,703-00800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25936,Mariehøj 31,963.0,Broager,Helårsgrund,False,54.8863791933659,9.669303912523699,6310,385.200 ,703-00794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25937,Mariehøj 13,932.0,Broager,Helårsgrund,False,54.8858718388843,9.6677777740771,6310,396.100 ,703-00798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25938,Mariehøj 25,1008.0,Broager,Helårsgrund,False,54.885724331873,9.6688458155015,6310,428.400 ,703-00801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25939,Mariehøj 17,1113.0,Broager,Helårsgrund,False,54.886450653820496,9.667831308081801,6310,445.200 ,703-00804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25940,Mariehøj 19,1171.0,Broager,Helårsgrund,False,54.8864415557924,9.6683254863227,6310,468.400 ,703-00805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25941,Mariehøj 37,1186.0,Broager,Helårsgrund,False,54.8855803193575,9.669294411550302,6310,504.050 ,703-00789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25942,Mariehøj 2,1160.0,Broager,Helårsgrund,False,54.885699884801596,9.6666880818129,6310,522.000 ,703-00737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25943,Nejs Bjerg 10,665.0,Broager,Helårsgrund,False,54.888428312628406,9.658673671720999,6310,149.000 ,703-00131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25944,Nejs Bjerg 54,1045.0,Broager,Helårsgrund,False,54.8903620211498,9.6523565936859,6310,495.000 ,703-00663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25976,Marinavej 43,118.0,Egernsund,Fritidshus,False,54.8989352646585,9.6199921449304,6320,1.695.000 ,7030000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25977,"Bredmaj 71, Rendbjerg",61.0,Egernsund,Fritidshus,False,54.8963350577584,9.6328359314546,6320,1.395.000 ,7030000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25978,"Bredmaj 6, Rendbjerg",77.0,Egernsund,Fritidshus,False,54.897530084068,9.6318579457438,6320,975.000 ,703-01387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25979,"Bredmaj 75, Rendbjerg",70.0,Egernsund,Fritidshus,False,54.8963256970033,9.6356622970786,6320,1.895.000 ,703-01407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25980,Sundgade 90,98.0,Egernsund,Villa,False,54.9044712839937,9.6140264407885,6320,350.000 ,703-01368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25981,Lågmajvej 5,139.0,Egernsund,Villa,False,54.90359094969689,9.6184025877173,6320,1.195.000 ,703-01203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25982,Island 21,812.0,Egernsund,Helårsgrund,False,54.90959835611779,9.616218152217598,6320,185.000 ,703-00887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25983,Marinavej 24,109.0,Egernsund,Fritidshus,False,54.8990189094394,9.619168047096801,6320,1.895.000 ,703-00299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26005,"Hærvejen 10, Bov",195.0,Padborg,Villa,False,54.8383426259261,9.3673095317465,6330,799.000 ,702-01771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26058,"Kalveknækket 9, Kollund",234.0,Kruså,Villa,False,54.843638728576295,9.4462479393677,6340,3.175.000 ,7020000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26059,Aabenraavej 1,206.0,Kruså,Villa,False,54.8502319104719,9.4019426037748,6340,995.000 ,702-02318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26060,"Søndervejen 27, Hokkerup",147.0,Kruså,Villa,False,54.8900624428322,9.4934745131862,6340,695.000 ,7030000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26061,Arrehøj 5,135.0,Kruså,Landejendom,False,54.8761218527551,9.380661328250001,6340,1.995.000 ,702-01629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26119,Kirkevej 123,130.0,Tinglev,Villa,False,54.9297976912788,9.247546572802401,6360,995.000 ,702-01947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26120,Lillegade 26,117.0,Tinglev,Villa,False,54.931283519186294,9.2549857506684,6360,765.000 ,7020000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26121,"Todsbøl Gammel Skolevej 10, Todsbøl",270.0,Tinglev,Villa,False,54.968607355258996,9.2421422551116,6360,1.875.000 ,7020000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26122,"Åbenråvej 165, Uge",310.0,Tinglev,Landejendom,False,54.981273731692106,9.339235357953699,6360,1.185.000 ,702-02329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26123,Karsevænget 16,119.0,Tinglev,Villa,False,54.9273512309198,9.2431635246592,6360,895.000 ,702-02061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26124,Hovedgaden 16,72.0,Tinglev,Villa,False,54.937977511838206,9.2552416290571,6360,650.000 ,702-02064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26125,Stationsvej 37,207.0,Tinglev,Villa,False,54.9350670908323,9.2572211195108,6360,695.000 ,702-01909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26157,Slogsgaden 25,179.0,Bylderup-Bov,Villa,False,54.944915207441994,9.0899420559742,6372,498.000 ,7020000111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26158,"Ravsted Skolegade 6, Ravsted",295.0,Bylderup-Bov,Villa,False,55.008290773198205,9.126437169120301,6372,1.375.000 ,7020000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26159,Fogderup Bygade 19,180.0,Bylderup-Bov,Landejendom,False,55.028477226966494,9.1833342753634,6372,999.000 ,702-02339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26160,Åbovej 29,110.0,Bylderup-Bov,Villa,False,54.9411722303564,9.0881090644999,6372,679.000 ,702-00856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26182,Skansevej 12,138.0,Bolderslev,Villa,False,54.9888910219306,9.2807732500913,6392,825.000 ,7020000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26183,Urnehovedvej 97,103.0,Bolderslev,Villa,False,54.9868791899069,9.2885438107471,6392,885.000 ,702-02241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26184,Smedefod 6,123.0,Bolderslev,Villa,False,54.991331218729805,9.289473344477098,6392,795.000 ,702-02155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26191,"Spurvevænget 9, Ulkebøl",81.0,Sønderborg,Andelsbolig,True,54.93046307934689,9.8197288441086,6400,495.000 ,7010000229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26192,"Dybbøl Bygade 54, Dybbøl",197.0,Sønderborg,Villa,True,54.9156827428028,9.7233855253236,6400,1.195.000 ,7010000216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26193,Alsgade 28,192.0,Sønderborg,Villa,True,54.9156126267731,9.7999639698563,6400,1.895.000 ,701-02961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26194,Parkgade 85,151.0,Sønderborg,Villa,False,54.9034360079474,9.7993862982821,6400,3.595.000 ,7010000169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26195,H.C.Andersens Gade 1A,190.0,Sønderborg,Villa,False,54.911091065484506,9.800961374665901,6400,1.895.000 ,7010000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26196,Ringridervej 40,218.0,Sønderborg,Villa,False,54.905231238473995,9.8016077104416,6400,3.295.000 ,7010000162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26197,"Kongevej 72, 2.",111.0,Sønderborg,Ejerlejlighed,False,54.9073315569841,9.792302932747301,6400,1.645.000 ,7010000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26198,Søndergade 18,164.0,Sønderborg,Villa,False,54.9088689073543,9.786344016776098,6400,2.095.000 ,701-02439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26199,"Dybbøl Banke 25, Dybbøl",180.0,Sønderborg,Villa,False,54.9064094347369,9.7486569154229,6400,3.995.000 ,7010000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26200,"Ved Feddet 1, Møllebugten",1024.0,Sønderborg,Helårsgrund,False,54.9241755000198,9.7571370604788,6400,1.345.000 ,7010000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26201,"Ved Feddet 3, Møllebugten",1014.0,Sønderborg,Helårsgrund,False,54.924106187731894,9.7567512834811,6400,1.345.000 ,7010000174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26202,"Ved Feddet 13, Møllebugten",1036.0,Sønderborg,Helårsgrund,False,54.924441953599796,9.756921425835401,6400,1.475.000 ,7010000179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26203,"Ved Feddet 15, Møllebugten",977.0,Sønderborg,Helårsgrund,False,54.924483466541204,9.7572542552361,6400,1.475.000 ,7010000180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26204,"Ved Feddet 5, Møllebugten",973.0,Sønderborg,Helårsgrund,False,54.923862456905006,9.7563628600111,6400,1.545.000 ,7010000175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26205,"Ved Feddet 7, Møllebugten",982.0,Sønderborg,Helårsgrund,False,54.924119351270505,9.7562534599768,6400,1.545.000 ,7010000176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26206,"Ved Feddet 9, Møllebugten",999.0,Sønderborg,Helårsgrund,False,54.9243642117272,9.7562004747065,6400,1.545.000 ,7010000177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26207,"Agtoftsvej 35, Ulkebøl",168.0,Sønderborg,Villa,False,54.9268303916075,9.8179052073144,6400,1.595.000 ,7010000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26208,"Istedvej 49, Dybbøl",141.0,Sønderborg,Villa,False,54.9173952036141,9.7302785309957,6400,2.195.000 ,701-03142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26209,Højvang 5,93.0,Sønderborg,Rækkehus,False,54.9157902354921,9.7909797092615,6400,1.495.000 ,701-03127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26210,"Perlegade 78, 1.",107.0,Sønderborg,Villalejlighed,False,54.9134632000279,9.794476752480099,6400,1.795.000 ,7010000081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26211,"Østergade 10, 3. th.",133.0,Sønderborg,Ejerlejlighed,False,54.90915603011371,9.7914396977615,6400,2.795.000 ,7010000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26212,"Kirkepold 3A, Ullerup",132.0,Sønderborg,Villa,False,54.96535587276961,9.661840731521599,6400,595.000 ,701-02142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26213,"Brigadevej 19, Dybbøl",254.0,Sønderborg,Villa,False,54.912280781318906,9.7571159419613,6400,4.195.000 ,7010000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26214,"Egelykke 12 , Vollerup",370.0,Sønderborg,Villa,False,54.9240667394342,9.858108036965099,6400,4.195.000 ,701-02966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26215,"Højlund 40, Vester Sottrup",146.0,Sønderborg,Villa,False,54.951322488733595,9.6993228567327,6400,1.495.000 ,701-03156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26216,Sottrupskov 32,1289.0,Sønderborg,Helårsgrund,False,54.9709562732406,9.7444745327653,6400,2.195.000 ,7010000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26217,"Møllegade 5, 2.",183.0,Sønderborg,Ejerlejlighed,False,54.91387834286961,9.7974892954191,6400,1.345.000 ,701-02950,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26218,Grundtvigs Alle 10,186.0,Sønderborg,Villa,False,54.896457757315105,9.806802613819901,6400,4.795.000 ,701-03034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26219,"Smedetoft 17, Avnbøl",153.0,Sønderborg,Villa,False,54.95788774559521,9.646659912001901,6400,1.245.000 ,701-03170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26220,"Kirkevej 7, Ulkebøl",210.0,Sønderborg,Villa,False,54.925397255202896,9.831771759034599,6400,2.395.000 ,701-02435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26221,Friheds Alle 65,243.0,Sønderborg,Villa,False,54.8969991780998,9.803947546451699,6400,4.695.000 ,701-03006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26222,Ringridervej 75,107.0,Sønderborg,Villa,False,54.9044044939256,9.8075187579256,6400,1.495.000 ,701-03024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26223,"Gartnervænget 3, st.. th.",74.0,Sønderborg,Andelsbolig,False,54.9079243280059,9.791172057703301,6400,165.000 ,701-03123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26224,"Lindeløkke 9, Vester Sottrup",110.0,Sønderborg,Villa,False,54.945124857754706,9.6948129081539,6400,945.000 ,701-03097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26225,"Ejdervej 35, Dybbøl",187.0,Sønderborg,Villa,False,54.9170721914776,9.717320150278198,6400,1.845.000 ,701-03071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26226,Søndre Landevej 20,285.0,Sønderborg,Villa,False,54.90821772109489,9.803435820550801,6400,3.395.000 ,701-02589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26227,"Kongshøj 8, Dybbøl",201.0,Sønderborg,Villa,False,54.919237742681894,9.726638611245098,6400,2.995.000 ,701-02977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26228,"Skolevænget 24, Nybøl",417.0,Sønderborg,Villa,False,,,6400,3.200.000 ,701-02848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26229,"Mejeritoften 28, Blans",160.0,Sønderborg,Villa,False,54.9896404456872,9.6601345732659,6400,1.795.000 ,701-03039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26230,Grundtvigs Alle 131,228.0,Sønderborg,Villa,False,54.911496158350495,9.8103880297468,6400,2.095.000 ,701-03009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26231,"Bustrupvej 46, Dybbøl",150.0,Sønderborg,Villa,False,54.9185341570479,9.7288616314691,6400,2.245.000 ,701-02989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26232,Slotsbakken 2,284.0,Sønderborg,Villa,False,54.9075711638306,9.7861145529491,6400,8.250.000 ,701-02959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26233,"Eckersbergvej 13, Blans",94.0,Sønderborg,Villa,False,54.9865813339361,9.6634162232661,6400,395.000 ,703-01327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26234,"Mommarkvej 18, Vollerup",120.0,Sønderborg,Villa,False,54.9254897400465,9.854060433028598,6400,925.000 ,701-02913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26235,"Katforte 16, Nybøl",80.0,Sønderborg,Villa,False,54.9233160715351,9.676157287757,6400,530.000 ,703-01072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26236,Oehlenschlægersgade 15,266.0,Sønderborg,Villa,False,54.911181951903494,9.800615950799802,6400,3.695.000 ,701-02524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26388,"Torskekrogen 4, Købingsmark",57.0,Nordborg,Fritidshus,True,55.07629035030661,9.716947680992199,6430,595.000 ,7010000227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26389,Skovhaven 1,169.0,Nordborg,Villa,True,55.048037159134104,9.754285413360302,6430,1.295.000 ,7010000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26390,"Havnbjergvej 1, Oksbøl",112.0,Nordborg,Villa,False,55.0391855454934,9.7580274450554,6430,995.000 ,7010000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26391,"Perikonvej 2, Havnbjerg",181.0,Nordborg,Villa,False,55.0339258996678,9.789820793178698,6430,1.645.000 ,7010000136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26392,Møllehaven 23,271.0,Nordborg,Villa,False,55.0564983973648,9.735872309401099,6430,895.000 ,7010000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26393,"Gyvelvej 10, Lavensby",99.0,Nordborg,Villa,False,55.0483231196451,9.783189675228199,6430,595.000 ,701-03178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26394,"Gyvelvej 9, Lavensby",361.0,Nordborg,Villa,False,55.04864229372829,9.7831246867355,6430,2.495.000 ,701-03046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26395,"Jeppesdam 67, Guderup",104.0,Nordborg,Villa,False,54.989298012702996,9.8761468647265,6430,1.095.000 ,701-03151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26396,Egen Møllevej 2,220.0,Nordborg,Villa,False,54.9771964327623,9.8867303161144,6430,1.595.000 ,701-03160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
